"","Atr","Dim","Spl","Lfq","NumRate","NomRate","SymMin","SymMax","SymMean","SymSd","SymSum","Sks","SksP","Kts","KtsP","AbsC","AtrEnt","CanC","ClEnt","NClEnt","JEnt","MutInf","EAttr","NoiSig","class"
"birds_Varied.Thrush",260,0.807453416149068,322,0.0900621118012422,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,4.35676368688491,4.29703693578999,37.4293456476275,36.3111787931254,0.213515654291909,0.476219319909261,0.988955534807974,0.302681503582891,0.436677104187851,0.314227557581966,0.0076749574935,39.4375478742696,61.0484635012737,"KNN_3"
"birds_Hermit.Warbler",260,0.807453416149068,322,0.077639751552795,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,4.49381658312201,4.4233840333838,36.8362340395627,35.682965202764,0.222236726780069,0.476219319909261,0.964769048975183,0.272966636084449,0.393807612207178,0.284795977891023,0.00761794096379549,35.8320755413743,61.5128656381704,"RF"
"birds_Swainson.s.Thrush",260,0.807453416149068,322,0.198757763975155,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,4.92221676577346,4.83581048638541,42.8864662477867,41.5065785903038,0.189516857235312,0.476219319909261,0.974730567834981,0.49867548888355,0.719436654825177,0.510300710615657,0.012204379489439,40.8603722389225,38.0203631672839,"KNN_3"
"birds_Hammond.s.Flycatcher",260,0.807453416149068,322,0.0372670807453416,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,4.04159321454238,3.96249716927141,35.6029614000168,34.3477731889768,0.260265985766425,0.476219319909261,0.983035111398717,0.159159334314578,0.22961838232683,0.170912477282759,0.00796166031018851,19.9907215472258,58.8140716076325,"KNN_3"
"birds_Western.Tanager",260,0.807453416149068,322,0.0559006211180124,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,4.09059422177363,4.01739231440365,36.4859236476406,35.2281322568966,0.217979383731813,0.476219319909261,0.971506962753918,0.21553566706732,0.310952238012717,0.227277794475831,0.0074902937329992,28.7753290792532,62.5781902398876,"RF"
"birds_Black.headed.Grosbeak",260,0.807453416149068,322,0.0186335403726708,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,3.59098148017135,3.51899231683199,33.5653377430663,32.3580975837272,0.276579797641899,0.476219319909261,0.992100862743317,0.0926723644610776,0.133697960635451,0.104510029190509,0.00521025601120971,17.7865280058592,90.4003685969921,"KNN_3"
"birds_Golden.Crowned.Kinglet",260,0.807453416149068,322,0.0559006211180124,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,4.33300440759645,4.25562705876833,36.9585158746078,35.7159320779383,0.230427523863427,0.476219319909261,0.976289785412921,0.21553566706732,0.310952238012717,0.227316708108705,0.00627900931359468,34.326381169823,74.8430663382199,"KNN_3"
"birds_Warbling.Vireo",260,0.807453416149068,322,0.0248447204968944,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,3.56811658281063,3.48976982896379,34.0020408154635,32.758885994375,0.269111153241197,0.476219319909261,0.993363747808531,0.116337477505184,0.167839501866261,0.128187987323082,0.00545256190425061,21.336296505775,86.338636089215,"SVM"
"birds_MacGillivray.s.Warbler",260,0.807453416149068,322,0.0124223602484472,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,3.2953209470658,3.21957758144633,32.7629825069321,31.5567330303537,0.32570238326523,0.476219319909261,0.97538949821683,0.066857392846968,0.096454829107086,0.0788022914087701,0.00271677748378309,24.6090794134047,174.288304895007,"SVM"
"birds_Stellar.s.Jay",260,0.807453416149068,322,0.0186335403726708,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,3.60064524612451,3.52262184798197,33.4803607068434,32.2639208662707,0.243278029868772,0.476219319909261,0.973185816841086,0.0926723644610776,0.133697960635451,0.104593773872344,0.00397706286404401,23.3017097363267,118.741461522946,"SVM"
"birds_Common.Nighthawk",260,0.807453416149068,322,0.0496894409937888,0.992307692307692,0.00769230769230769,2,12,5.33333333333333,5.77350269189626,16,4.41097654848953,4.33301659715042,36.0451922370764,34.8771859148749,0.253969844264484,0.476219319909261,0.989293222264778,0.197599804074642,0.285076257419117,0.209224716769417,0.00815527365686526,24.2296963153773,57.3940331062185,"KNN_3"
"CAL500_Angry.Agressive",68,0.202985074626866,335,0.0925373134328358,1,0,2,2,2,0,2,1.15914764394821,1.15914764394821,7.57133121397477,7.57133121397477,0.263110805703546,1.09955294805319,0.464199319548097,0.308369264462287,0.444882808602318,0.308369264462286,0.00753705030428097,40.9137861647462,144.886375128564,"SVM"
"CAL500_NOT.Emotion.Angry.Agressive",68,0.202985074626866,335,0.617910447761194,1,0,2,2,2,0,2,1.22388965124782,1.22388965124782,8.00344313216706,8.00344313216706,0.234471587920695,1.09955294805319,0.505854779694686,0.665077803503746,0.959504448920179,0.665077803503747,0.0129451845586127,51.376463617991,83.9391480727585,"RF"
"CAL500_Emotion.Arousing.Awakening",68,0.202985074626866,335,0.304477611940298,1,0,2,2,2,0,2,1.29014968951967,1.29014968951967,8.24658320359573,8.24658320359573,0.240439643404021,1.09955294805319,0.531392063178645,0.61461057171819,0.886695623895763,0.614610571718189,0.00935753892705053,65.680792408086,116.504501624314,"KNN_3"
"CAL500_NOT.Emotion.Arousing.Awakening",68,0.202985074626866,335,0.202985074626866,1,0,2,2,2,0,2,1.38937918454013,1.38937918454013,8.74690476507953,8.74690476507953,0.236509858991396,1.09955294805319,0.541455685155582,0.50451287288524,0.727858219776179,0.50451287288524,0.0148714515722417,33.924924573398,72.9371636125667,"KNN_3"
"CAL500_Emotion.Bizarre.Weird",68,0.202985074626866,335,0.0358208955223881,1,0,2,2,2,0,2,1.103760336211,1.103760336211,7.03076129515889,7.03076129515889,0.309509005577545,1.09955294805319,0.453325157541714,0.154427307352307,0.222791510495009,0.154427307352307,0.00638777750022851,24.1754361899398,171.133883500773,"SVM"
"CAL500_NOT.Emotion.Bizarre.Weird",68,0.202985074626866,335,0.605970149253731,1,0,2,2,2,0,2,1.3170258598671,1.3170258598671,8.77579406447992,8.77579406447992,0.239969731569509,1.09955294805319,0.438558495088981,0.670516598908995,0.967350972079742,0.670516598908996,0.00890919386314676,75.2611975010011,122.417782230729,"SVM"
"CAL500_Emotion.Calming.Soothing",68,0.202985074626866,335,0.301492537313433,1,0,2,2,2,0,2,1.28113020277829,1.28113020277829,8.082799076596,8.082799076596,0.233079791267159,1.09955294805319,0.546453674258238,0.612123626766351,0.883107720746782,0.61212362676635,0.0169555712447003,36.1016221708058,63.8490653711754,"RF"
"CAL500_NOT.Emotion.Calming.Soothing",68,0.202985074626866,335,0.313432835820896,1,0,2,2,2,0,2,1.27560639141333,1.27560639141333,8.47147324662546,8.47147324662546,0.237750819867768,1.09955294805319,0.491284563715155,0.621819851768723,0.897096416473046,0.621819851768722,0.0129765816937274,47.9186172787938,83.7336358684274,"KNN_3"
"CAL500_Emotion.Carefree.Lighthearted",68,0.202985074626866,335,0.208955223880597,1,0,2,2,2,0,2,1.26525765530754,1.26525765530754,8.13317259549201,8.13317259549201,0.23834191393657,1.09955294805319,0.441358527747723,0.512569126362965,0.739480936716638,0.512569126362965,0.00780551523914502,65.6675582147872,139.86872094476,"KNN_3"
"CAL500_NOT.Emotion.Carefree.Lighthearted",68,0.202985074626866,335,0.307462686567164,1,0,2,2,2,0,2,1.20942734850793,1.20942734850793,8.12779244945786,8.12779244945787,0.237165850141859,1.09955294805319,0.503442362663875,0.617055439245256,0.890222822152692,0.617055439245256,0.00755060114785469,81.7226903079865,144.624557107695,"KNN_3"
"CAL500_Emotion.Cheerful.Festive",68,0.202985074626866,335,0.194029850746269,1,0,2,2,2,0,2,1.25839956753136,1.25839956753136,8.1495375953978,8.14953759539781,0.229300089928932,1.09955294805319,0.470230322251907,0.492013811010804,0.709825885194167,0.492013811010804,0.00833632795108137,59.0204480795386,130.898955332073,"KNN_3"
"CAL500_NOT.Emotion.Cheerful.Festive",68,0.202985074626866,335,0.376119402985075,1,0,2,2,2,0,2,1.31566267195442,1.31566267195442,8.75038759436775,8.75038759436775,0.240635778175071,1.09955294805319,0.468939789033689,0.662132385745867,0.95525510932754,0.662132385745866,0.00841615251900518,78.6740002929669,129.647935095069,"KNN_3"
"CAL500_Emotion.Emotional.Passionate",68,0.202985074626866,335,0.33134328358209,1,0,2,2,2,0,2,1.26657464987603,1.26657464987603,8.75811207862758,8.75811207862758,0.243772431993084,1.09955294805319,0.483085944236234,0.635125851343878,0.916292916074194,0.635125851343879,0.00911048351239233,69.7137369800365,119.690954169178,"KNN_3"
"CAL500_NOT.Emotion.Emotional.Passionate",68,0.202985074626866,335,0.149253731343284,1,0,2,2,2,0,2,1.36790361422328,1.36790361422328,8.69780513217207,8.69780513217207,0.249804808478992,1.09955294805319,0.487739656862169,0.421412422428133,0.607969612006072,0.421412422428133,0.00917017334866926,45.9546844323599,118.905361245189,"SVM"
"CAL500_Emotion.Exciting.Thrilling",68,0.202985074626866,335,0.223880597014925,1,0,2,2,2,0,2,1.21679554670031,1.21679554670031,7.82420115616111,7.82420115616112,0.245600297632022,1.09955294805319,0.457917985752844,0.531775807707871,0.767190320644868,0.531775807707871,0.00867393066880701,61.3073620267949,125.765245197011,"KNN_3"
"CAL500_NOT.Emotion.Exciting.Thrilling",68,0.202985074626866,335,0.313432835820896,1,0,2,2,2,0,2,1.39571337204184,1.39571337204184,9.09415740284282,9.09415740284282,0.233511850958869,1.09955294805319,0.549471167630338,0.621819851768723,0.897096416473046,0.621819851768722,0.0147570643479152,42.1370969935881,73.5102767142528,"KNN_3"
"CAL500_Emotion.Happy",68,0.202985074626866,335,0.262686567164179,1,0,2,2,2,0,2,1.28505665809716,1.28505665809716,8.38593452966454,8.38593452966454,0.241001513027154,1.09955294805319,0.476850229222324,0.575848266687178,0.830773438654097,0.575848266687177,0.00836584276157126,68.8332643941569,130.433613969417,"KNN_3"
"CAL500_NOT.Emotion.Happy",68,0.202985074626866,335,0.277611940298507,1,0,2,2,2,0,2,1.17279788321414,1.17279788321414,7.96581182693254,7.96581182693254,0.240121185502236,1.09955294805319,0.531431365472537,0.590683718114108,0.852176470857078,0.590683718114107,0.00890719982940338,66.3153100219234,122.44541147752,"RF"
"CAL500_Emotion.Laid.back.Mellow",68,0.202985074626866,335,0.214925373134328,1,0,2,2,2,0,2,1.21153135665107,1.21153135665107,8.08091709873586,8.08091709873586,0.234794061146513,1.09955294805319,0.504416928581436,0.520409722774594,0.750792526277307,0.520409722774595,0.00930370025199636,55.9357791716179,117.184476957677,"KNN_3"
"CAL500_NOT.Emotion.Laid.back.Mellow",68,0.202985074626866,335,0.325373134328358,1,0,2,2,2,0,2,1.24716974951778,1.24716974951778,8.16681454621314,8.16681454621314,0.237986352942055,1.09955294805319,0.470266593947496,0.630853430336966,0.910129115474932,0.630853430336967,0.0119122243629743,52.9584913039241,91.3045868302176,"KNN_3"
"CAL500_Emotion.Light.Playful",68,0.202985074626866,335,0.164179104477612,1,0,2,2,2,0,2,1.42208174769049,1.42208174769049,8.52045289606606,8.52045289606606,0.250026112184823,1.09955294805319,0.441971527186627,0.446535265929019,0.64421421373783,0.446535265929019,0.00982824819481507,45.4338613634717,110.876799024395,"KNN_3"
"CAL500_NOT.Emotion.Light.Playful",68,0.202985074626866,335,0.385074626865672,1,0,2,2,2,0,2,1.39619424639123,1.39619424639123,9.53275910713756,9.53275910713756,0.241520809317695,1.09955294805319,0.468111873139938,0.666493842471904,0.961547361317246,0.666493842471904,0.00795715910792892,83.7602759265898,137.18410982351,"KNN_3"
"CAL500_Emotion.Loving.Romantic",68,0.202985074626866,335,0.170149253731343,1,0,2,2,2,0,2,1.43008354879546,1.43008354879546,8.71711874100137,8.71711874100137,0.250852303110593,1.09955294805319,0.475469433662601,0.456122794892032,0.658046094227148,0.456122794892032,0.0101800860102735,44.8053969712754,107.0101825214,"KNN_3"
"CAL500_NOT.Emotion.Loving.Romantic",68,0.202985074626866,335,0.453731343283582,1,0,2,2,2,0,2,1.40112621388488,1.40112621388488,9.22258126828902,9.22258126828902,0.238086024827114,1.09955294805319,0.492537282090179,0.6888594717098,0.99381414370512,0.6888594717098,0.0097785701940452,70.4458277682857,111.445165932621,"SVM"
"CAL500_Emotion.Pleasant.Comfortable",68,0.202985074626866,335,0.370149253731343,1,0,2,2,2,0,2,1.30112549883289,1.30112549883289,8.22838190913262,8.22838190913262,0.235228928834299,1.09955294805319,0.54714659985013,0.65903506824753,0.950786624732631,0.659035068247531,0.0135363278390054,48.6863997448774,80.2297811585794,"RF"
"CAL500_NOT.Emotion.Pleasant.Comfortable",68,0.202985074626866,335,0.137313432835821,1,0,2,2,2,0,2,1.29083251813827,1.29083251813827,8.34500001955347,8.34500001955347,0.267605824806631,1.09955294805319,0.441114090586493,0.400056450920614,0.577159457818809,0.400056450920615,0.00961876661454295,41.5912420949849,113.31329941936,"KNN_3"
"CAL500_Emotion.Positive.Optimistic",68,0.202985074626866,335,0.232835820895522,1,0,2,2,2,0,2,1.19392206788358,1.19392206788358,7.96921957483839,7.96921957483839,0.242558558011178,1.09955294805319,0.471330775211185,0.542680256303097,0.782922114556829,0.542680256303097,0.00703081767112788,77.1859379217895,155.390479669032,"KNN_3"
"CAL500_NOT.Emotion.Positive.Optimistic",68,0.202985074626866,335,0.247761194029851,1,0,2,2,2,0,2,1.27902857881136,1.27902857881136,8.50116932692044,8.50116932692044,0.244501851378981,1.09955294805319,0.478382866294877,0.559862172123585,0.807710379304019,0.559862172123584,0.0077113025431664,72.6028020544627,141.589781933481,"RF"
"CAL500_Emotion.Powerful.Strong",68,0.202985074626866,335,0.313432835820896,1,0,2,2,2,0,2,1.31425906517974,1.31425906517974,9.11800849260483,9.11800849260483,0.241558783495852,1.09955294805319,0.445702434627314,0.621819851768723,0.897096416473046,0.621819851768722,0.00885204776455004,70.2458762433407,123.214529485098,"KNN_3"
"CAL500_NOT.Emotion.Powerful.Strong",68,0.202985074626866,335,0.155223880597015,1,0,2,2,2,0,2,1.2965310366937,1.2965310366937,8.31736739791677,8.31736739791677,0.243008650538842,1.09955294805319,0.47431995986985,0.431664426155602,0.622760126942867,0.431664426155603,0.0090866335649373,47.5054290536454,120.007735174449,"RF"
"CAL500_Emotion.Sad",68,0.202985074626866,335,0.113432835820896,1,0,2,2,2,0,2,1.10964401030543,1.10964401030543,7.32663477702351,7.32663477702351,0.25021443671811,1.09955294805319,0.565540946786643,0.353632862290725,0.510184376722199,0.353632862290725,0.0077807299827544,45.4498309380398,140.317453566734,"SVM"
"CAL500_NOT.Emotion.Sad",68,0.202985074626866,335,0.447761194029851,1,0,2,2,2,0,2,1.36749022401256,1.36749022401256,8.82929343697826,8.82929343697826,0.239864872554604,1.09955294805319,0.48371683588656,0.687679422111848,0.992111692002151,0.687679422111849,0.00925337028029517,74.3166436964319,117.827293704507,"KNN_3"
"CAL500_Emotion.Tender.Soft",68,0.202985074626866,335,0.214925373134328,1,0,2,2,2,0,2,1.38737803977591,1.38737803977591,8.8087873132582,8.8087873132582,0.242154060073047,1.09955294805319,0.553740623456186,0.520409722774594,0.750792526277307,0.520409722774595,0.012700150733745,40.9766571818581,85.5779447114449,"KNN_3"
"CAL500_NOT.Emotion.Tender.Soft",68,0.202985074626866,335,0.4,1,0,2,2,2,0,2,1.34799693997125,1.34799693997125,8.85949862224434,8.85949862224434,0.236145372876004,1.09955294805319,0.52154055623457,0.673011667009257,0.970950594454669,0.673011667009256,0.0125665138332287,53.5559564045248,86.4986462152872,"KNN_3"
"CAL500_Emotion.Touching.Loving",68,0.202985074626866,335,0.149253731343284,1,0,2,2,2,0,2,1.09194829782899,1.09194829782898,7.5155936747084,7.51559367470841,0.24737255910286,1.09955294805319,0.465579248427107,0.421412422428133,0.607969612006072,0.421412422428133,0.00974844858152438,43.2286654541943,111.792608881079,"KNN_3"
"CAL500_NOT.Emotion.Touching.Loving",68,0.202985074626866,335,0.444776119402985,1,0,2,2,2,0,2,1.39025656629914,1.39025656629914,9.18164420223991,9.18164420223991,0.237658341765188,1.09955294805319,0.486785345332229,0.687035364969756,0.991182513957205,0.687035364969757,0.0104863617266311,65.5170385001088,103.855523461562,"KNN_3"
"CAL500_Genre.._Alternative",68,0.202985074626866,335,0.182089552238806,1,0,2,2,2,0,2,1.29873268283561,1.29873268283561,8.77613485299466,8.77613485299466,0.233230958056311,1.09955294805319,0.434415245033068,0.474547227750729,0.684626932143582,0.474547227750729,0.00879055995409469,53.9837314379139,124.08337964762,"SVM"
"CAL500_Genre.._Alternative_Folk",68,0.202985074626866,335,0.0119402985074627,1,0,2,2,2,0,2,0.889387415002023,0.889387415002023,6.10425535666295,6.10425535666295,0.381677140425998,1.09955294805319,0.396202474796142,0.0647384133346565,0.0933977878729288,0.0647384133346565,0.00366772291443184,17.6508462730165,298.791716469815,"SVM"
"CAL500_Genre.._Bebop",68,0.202985074626866,335,0.017910447761194,1,0,2,2,2,0,2,0.936935983101652,0.936935983101652,6.39398712602119,6.39398712602119,0.314412635707559,1.09955294805319,0.496581103284435,0.0897915562514076,0.129541832917608,0.0897915562514076,0.00571555611823731,15.7100296793341,191.378996077865,"SVM"
"CAL500_Genre.._Brit_Pop",68,0.202985074626866,335,0.0119402985074627,1,0,2,2,2,0,2,0.909083191063017,0.909083191063017,6.15013019789883,6.15013019789883,0.411663136886459,1.09955294805319,0.415471424830246,0.0647384133346565,0.0933977878729288,0.0647384133346565,0.00351643731113587,18.4102281959193,311.689478231596,"SVM"
"CAL500_Genre.._Classic_Rock",68,0.202985074626866,335,0.173134328358209,1,0,2,2,2,0,2,1.15218188649588,1.15218188649588,7.57729471041543,7.57729471041543,0.249268316493538,1.09955294805319,0.498063004117891,0.460821445778544,0.664824814559988,0.460821445778543,0.00909355042825336,50.6756353763418,119.915692581076,"SVM"
"CAL500_Genre.._Contemporary_Blues",68,0.202985074626866,335,0.00895522388059702,1,0,2,2,2,0,2,0.882471993167617,0.882471993167616,6.01368985510339,6.01368985510339,0.456525169948888,1.09955294805319,0.375268840597418,0.0511435272093097,0.0737845130784409,0.0511435272093097,0.00363621900690052,14.0650293924138,301.389087666764,"SVM"
"CAL500_Genre.._Contemporary_RandB",68,0.202985074626866,335,0.0328358208955224,1,0,2,2,2,0,2,0.951466649169656,0.951466649169656,6.60170217804328,6.60170217804328,0.277196443855168,1.09955294805319,0.465176151041823,0.144465615056419,0.20841982642087,0.144465615056419,0.00564552211647426,25.5894161914365,193.765501820386,"SVM"
"CAL500_Genre.._Cool_Jazz",68,0.202985074626866,335,0.0208955223880597,1,0,2,2,2,0,2,0.968758695265522,0.968758695265521,6.46693794838659,6.46693794838659,0.330420882585779,1.09955294805319,0.531831212207217,0.101504159904509,0.146439548123836,0.101504159904509,0.0069335411499524,14.6395842628274,157.584614163679,"SVM"
"CAL500_Genre.._Country_Blues",68,0.202985074626866,335,0.0119402985074627,1,0,2,2,2,0,2,0.917457039417636,0.917457039417636,6.18847077457408,6.18847077457408,0.384365108608726,1.09955294805319,0.430049832553969,0.0647384133346565,0.0933977878729288,0.0647384133346565,0.00406135001014185,15.9401216770271,269.735825601692,"SVM"
"CAL500_Genre.._Dance_Pop",68,0.202985074626866,335,0.0477611940298507,1,0,2,2,2,0,2,1.05329984408653,1.05329984408653,7.00731757654291,7.00731757654291,0.26152571329121,1.09955294805319,0.499123878880742,0.191869691991628,0.276809453133215,0.191869691991628,0.00762505520983589,25.1630560974991,143.202621200019,"SVM"
"CAL500_Genre.._Electric_Blues",68,0.202985074626866,335,0.017910447761194,1,0,2,2,2,0,2,0.965919650749172,0.965919650749172,6.41444316646995,6.41444316646995,0.337906960846677,1.09955294805319,0.375102478550017,0.0897915562514076,0.129541832917608,0.0897915562514076,0.00435204889749156,20.6320191630112,251.65179090404,"SVM"
"CAL500_Genre.._Funk",68,0.202985074626866,335,0.0298507462686567,1,0,2,2,2,0,2,0.968132558768735,0.968132558768735,6.57738941549263,6.57738941549263,0.290235609244007,1.09955294805319,0.398447844741479,0.134222964102365,0.1936428046839,0.134222964102365,0.00439106592919164,30.5672850890386,249.406841023134,"SVM"
"CAL500_Genre.._Gospel",68,0.202985074626866,335,0.00895522388059702,1,0,2,2,2,0,2,0.91463101742532,0.91463101742532,6.02664803518251,6.02664803518251,0.481973899488817,1.09955294805319,0.439356786316988,0.0511435272093097,0.0737845130784409,0.0511435272093097,0.00420335744026926,12.167303860324,260.589209025906,"SVM"
"CAL500_Genre.._Metal.Hard_Rock",68,0.202985074626866,335,0.0626865671641791,1,0,2,2,2,0,2,0.990032304368491,0.990032304368491,6.86912567535175,6.86912567535175,0.293748830156325,1.09955294805319,0.40812997955461,0.234296595206011,0.338018536000881,0.234296595206011,0.00563519461527713,41.5773741994337,194.12244440898,"SVM"
"CAL500_Genre.._Punk",68,0.202985074626866,335,0.0537313432835821,1,0,2,2,2,0,2,1.05484299452588,1.05484299452588,6.89235440742141,6.89235440742142,0.281268966034536,1.09955294805319,0.430155616482889,0.209358728955727,0.302040800031244,0.209358728955727,0.00590618070195194,35.4473964683362,185.1698792402,"SVM"
"CAL500_Genre.._Roots_Rock",68,0.202985074626866,335,0.0208955223880597,1,0,2,2,2,0,2,0.888562515808933,0.888562515808933,6.32042116527085,6.32042116527085,0.309668911264048,1.09955294805319,0.473770260597146,0.101504159904509,0.146439548123836,0.101504159904509,0.00652781897082563,15.5494753083925,167.441090809558,"SVM"
"CAL500_Genre.._Singer.Songwriter",68,0.202985074626866,335,0.0507462686567164,1,0,2,2,2,0,2,1.05499603125783,1.05499603125783,6.95223827213773,6.95223827213773,0.25070769966391,1.09955294805319,0.489282056977318,0.200706751009985,0.289558634355042,0.200706751009985,0.00750531565365198,26.7419466777955,145.503225020012,"SVM"
"CAL500_Genre.._Soft_Rock",68,0.202985074626866,335,0.116417910447761,1,0,2,2,2,0,2,1.22010929997062,1.22010929997062,8.15504506217303,8.15504506217303,0.261127373154271,1.09955294805319,0.448734448985397,0.359726643231101,0.518975844265144,0.359726643231102,0.00715675730507876,50.2639153315738,152.638428855608,"RF"
"CAL500_Genre.._Soul",68,0.202985074626866,335,0.0626865671641791,1,0,2,2,2,0,2,1.06374455648526,1.06374455648526,7.0571683891773,7.0571683891773,0.276228045633236,1.09955294805319,0.472843896855119,0.234296595206011,0.338018536000881,0.234296595206011,0.00558651453220181,41.93967345032,195.822713288428,"SVM"
"CAL500_Genre.._Swing",68,0.202985074626866,335,0.0119402985074627,1,0,2,2,2,0,2,0.906427271708511,0.906427271708511,6.17233237715055,6.17233237715055,0.378419348898397,1.09955294805319,0.452553786849477,0.0647384133346565,0.0933977878729288,0.0647384133346565,0.00516919478440559,12.5238873818335,211.712616551096,"SVM"
"CAL500_Genre.Bluegrass",68,0.202985074626866,335,0.0208955223880597,1,0,2,2,2,0,2,1.04163745108026,1.04163745108026,6.56521134034942,6.56521134034942,0.310503278521474,1.09955294805319,0.551095652954852,0.101504159904509,0.146439548123836,0.101504159904509,0.00769447152057342,13.1918299564965,141.901685335142,"SVM"
"CAL500_Genre.Blues",68,0.202985074626866,335,0.0537313432835821,1,0,2,2,2,0,2,1.02983010379646,1.02983010379646,7.02810577846904,7.02810577846904,0.271304224019582,1.09955294805319,0.388047519513828,0.209358728955727,0.302040800031244,0.209358728955727,0.00589632854137136,35.506625434246,185.480950024786,"SVM"
"CAL500_Genre.Country",68,0.202985074626866,335,0.0746268656716418,1,0,2,2,2,0,2,1.13097292759216,1.13097292759216,7.28386268570677,7.28386268570677,0.254459088145205,1.09955294805319,0.41989024065507,0.265446030809381,0.382957672272353,0.26544603080938,0.00607772329657203,43.6752411810354,179.91526948477,"SVM"
"CAL500_Genre.Electronica",68,0.202985074626866,335,0.107462686567164,1,0,2,2,2,0,2,1.30502812184144,1.30502812184144,8.2661768325026,8.2661768325026,0.258171761066903,1.09955294805319,0.518056633071192,0.341177366964662,0.492214895383472,0.341177366964662,0.0101446864431566,33.6311396982422,107.387080686455,"KNN_3"
"CAL500_Genre.Folk",68,0.202985074626866,335,0.0477611940298507,1,0,2,2,2,0,2,1.07633538416291,1.07633538416291,7.15626172408979,7.15626172408979,0.278854825546124,1.09955294805319,0.390979060233111,0.191869691991628,0.276809453133215,0.191869691991628,0.00640976837360296,29.9339509336712,170.543320127047,"SVM"
"CAL500_Genre.Hip_Hop.Rap",68,0.202985074626866,335,0.0358208955223881,1,0,2,2,2,0,2,1.0279026076242,1.0279026076242,6.78119360166842,6.78119360166842,0.283199192061292,1.09955294805319,0.456610684380806,0.154427307352307,0.222791510495009,0.154427307352307,0.00630111684254677,24.5079263265798,173.501278984184,"KNN_3"
"CAL500_Genre.Jazz",68,0.202985074626866,335,0.0656716417910448,1,0,2,2,2,0,2,1.05982111765671,1.05982111765671,6.97488551901064,6.97488551901064,0.255378256383025,1.09955294805319,0.507180985181242,0.242296106114765,0.349559390718478,0.242296106114765,0.00708800200180693,34.1839782287022,154.128758114471,"KNN_3"
"CAL500_Genre.Pop",68,0.202985074626866,335,0.158208955223881,1,0,2,2,2,0,2,1.00166667703374,1.00166667703374,6.96053519168688,6.96053519168687,0.246007356357972,1.09955294805319,0.432928019959101,0.436687948473393,0.63000753767854,0.436687948473392,0.00837463594944187,52.1441112317839,130.295611497772,"KNN_3"
"CAL500_Genre.RandB",68,0.202985074626866,335,0.0776119402985075,1,0,2,2,2,0,2,1.03109877156592,1.03109877156592,6.9460303505518,6.9460303505518,0.272166982819964,1.09955294805319,0.538434629170436,0.27289780182518,0.393708305362686,0.27289780182518,0.00611911749992459,44.5975750308019,178.691425776143,"SVM"
"CAL500_Genre.Rock",68,0.202985074626866,335,0.280597014925373,1,0,2,2,2,0,2,1.33835291792107,1.33835291792107,9.13362745752011,9.13362745752011,0.230195623576507,1.09955294805319,0.488495248648382,0.593516291512743,0.856263010452243,0.593516291512742,0.0105802613332105,56.0965625347784,102.924932799324,"KNN_3"
"CAL500_Genre.World",68,0.202985074626866,335,0.0417910447761194,1,0,2,2,2,0,2,1.1305960692295,1.1305960692295,7.19743820622685,7.19743820622685,0.273666709630421,1.09955294805319,0.514046708556351,0.173595000065816,0.250444645718071,0.173595000065816,0.00798205196846812,21.7481671068512,136.753168282643,"SVM"
"CAL500_Instrument_._Acoustic_Guitar",68,0.202985074626866,335,0.107462686567164,1,0,2,2,2,0,2,1.21916123291398,1.21916123291398,7.76867526738545,7.76867526738545,0.247963942503758,1.09955294805319,0.52251782100717,0.341177366964662,0.492214895383472,0.341177366964662,0.00734602095489562,46.4438325264089,148.680072355418,"KNN_3"
"CAL500_Instrument_._Ambient_Sounds",68,0.202985074626866,335,0.0597014925373134,1,0,2,2,2,0,2,1.21335245627158,1.21335245627158,7.60969961290013,7.60969961290013,0.281623529700134,1.09955294805319,0.496420063945915,0.226145377493262,0.326258814629492,0.226145377493262,0.0088651676243011,25.5094305124423,123.030700224902,"SVM"
"CAL500_Instrument_._Backing_vocals",68,0.202985074626866,335,0.319402985074627,1,0,2,2,2,0,2,1.31206088632573,1.31206088632573,8.79349734945507,8.79349734945507,0.232560490953096,1.09955294805319,0.481184499110624,0.626418625290629,0.903731044227273,0.626418625290628,0.0090005280625623,69.5979859110953,121.165381898734,"KNN_3"
"CAL500_Instrument_._Bass",68,0.202985074626866,335,0.33134328358209,1,0,2,2,2,0,2,1.34171079459368,1.34171079459368,9.19849807119998,9.19849807119998,0.233834013465864,1.09955294805319,0.460571548825455,0.635125851343878,0.916292916074194,0.635125851343879,0.00718966844731404,88.3386843215492,151.935139653619,"KNN_3"
