"","Cls","Atr","Num","Nom","Spl","Dim","NumRate","NomRate","SymMin","SymMax","SymMean","SymSd","SymSum","ClMin","ClMax","ClMean","ClSd","Sks","SksP","Kts","KtsP","AbsC","CanC","Fnd","ClEnt","NClEnt","AtrEnt","NAtrEnt","JEnt","MutInf","EAttr","NoiSig","Nb","Lda","Nn","Nlbst","NSlbst","Mfreq","LCard","LDen","Mir","Scl","Lfq","IRLbl","LScl","datasetname","labelname","TOP3","ALL"
"CAL500_Instrument_._Trombone",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0149253731343284,0.985074626865672,0.5,0.685999116076501,1.03128424154927,1.03128424154927,6.40687984981243,6.40687984981244,0.38578590913716,0.391555481894298,1,0.0775700376932926,0.111909908701683,1.09955294805319,0.380419212528403,0.0775700376932926,0.00447696825600688,17.3264658710087,244.602131884203,0.934328358208955,0.994029850746269,0.955223880597015,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0149253731343284,59,0.498985496544379,"CAL500","Instrument_-_Trombone","SVM","SVM"
"CAL500_Instrument_._Trumpet",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0537313432835821,0.946268656716418,0.5,0.631119186790381,1.10591028092203,1.10591028092203,7.01260147574855,7.01260147574855,0.270170414897568,0.380605371161861,1,0.209358728955727,0.302040800031244,1.09955294805319,0.380419212528403,0.209358728955727,0.0061510087782471,34.0364867785784,177.759775460204,0.543283582089552,0.952238805970149,0.86865671641791,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0537313432835821,16.3888888888889,0.431365855949155,"CAL500","Instrument_-_Trumpet","SVM","SVM"
"CAL500_Instrument_._Violin.Fiddle",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0119402985074627,0.988059701492537,0.5,0.690220649098511,1.00503671643904,1.00503671643904,6.24610740804408,6.24610740804408,0.417485092352198,0.496711935609303,1,0.0647384133346565,0.0933977878729288,1.09955294805319,0.380419212528403,0.0647384133346565,0.00592067846092948,10.9342896699871,184.714011545997,0.988059701492537,0.994029850746269,0.97910447761194,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0119402985074627,73.75,0.552154957438996,"CAL500","Instrument_-_Violin-Fiddle","SVM","SVM"
"CAL500_Song.Catchy.Memorable",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.337313432835821,0.662686567164179,0.5,0.230073549699503,1.16041340048805,1.16041340048805,7.65413550099934,7.65413550099934,0.23833880241422,0.476649538152596,1,0.639237390660468,0.922224613456658,1.09955294805319,0.380419212528403,0.639237390660469,0.00876465553982903,72.9335440229905,124.453070352454,0.53134328358209,0.761194029850746,0.573134328358209,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.337313432835821,2.61061946902655,0.354288120365958,"CAL500","Song-Catchy-Memorable","KNN_3","DT"
"CAL500_NOT.Song.Catchy.Memorable",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.170149253731343,0.829850746268657,0.5,0.466479398932021,1.34846685103417,1.34846685103417,8.73459347391856,8.73459347391856,0.253388816072679,0.459833488469179,1,0.456122794892032,0.658046094227148,1.09955294805319,0.380419212528403,0.456122794892032,0.00983273631483999,46.3881853725327,110.825733228878,0.764179104477612,0.865671641791045,0.749253731343284,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.170149253731343,5.17543859649123,0.312187295418242,"CAL500","NOT-Song-Catchy-Memorable","KNN_3","NB"
"CAL500_Song.Changing_Energy_Level",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0686567164179104,0.93134328358209,0.5,0.610011521680335,1.16766556489094,1.16766556489094,7.33727526399022,7.33727526399022,0.279682302126661,0.497270862502603,1,0.250150348055129,0.360890666615783,1.09955294805319,0.380419212528403,0.250150348055129,0.00758806157822723,32.9663044344417,143.905643782358,0.853731343283582,0.949253731343284,0.871641791044776,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0686567164179104,12.8260869565217,0.375267942739789,"CAL500","Song-Changing_Energy_Level","SVM","NB"
"CAL500_NOT.Song.Changing_Energy_Level",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.405970149253731,0.594029850746269,0.5,0.132978290193291,1.33489693665076,1.33489693665076,9.05858806172085,9.05858806172085,0.23581175704683,0.458815519639524,1,0.675358219645135,0.974335954305636,1.09955294805319,0.380419212528403,0.675358219645134,0.00798327134563306,84.5966760248684,136.732127651487,0.594029850746269,0.701492537313433,0.486567164179104,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.405970149253731,2.16911764705882,0.340991563958861,"CAL500","NOT-Song-Changing_Energy_Level","KNN_3","NB"
"CAL500_Song.Fast_Tempo",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.271641791044776,0.728358208955224,0.5,0.322947276183707,1.31670855740109,1.31670855740109,8.53737173656848,8.53737173656848,0.242053949664478,0.492644472057834,1,0.584884973423351,0.843810650648341,1.09955294805319,0.380419212528403,0.58488497342335,0.00860771024586944,67.9489616537705,126.740469491388,0.602985074626866,0.785074626865672,0.62089552238806,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.271641791044776,3.24175824175824,0.334930931839475,"CAL500","Song-Fast_Tempo","KNN_3","KNN_1"
"CAL500_NOT.Song.Fast_Tempo",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.286567164179104,0.713432835820896,0.5,0.301839611073661,1.28883035424928,1.28883035424928,7.97165787855065,7.97165787855065,0.234602357181965,0.523848719718736,1,0.599049292145832,0.864245443026836,1.09955294805319,0.380419212528403,0.599049292145833,0.0155273277128409,38.5803213034801,69.8140491646788,0.704477611940298,0.788059701492537,0.585074626865672,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.286567164179104,3.07291666666667,0.360132991665268,"CAL500","NOT-Song-Fast_Tempo","KNN_3","NB"
"CAL500_Song.Heavy_Beat",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.244776119402985,0.755223880597015,0.5,0.36094107338179,1.25392292979152,1.25392292979152,8.18051340757773,8.18051340757773,0.24427543737331,0.495916845302873,1,0.556523012649749,0.802892990490379,1.09955294805319,0.380419212528403,0.556523012649748,0.00847753821247999,65.6467713504939,128.70191587394,0.513432835820895,0.811940298507463,0.614925373134328,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.244776119402985,3.59756097560976,0.346448475681609,"CAL500","Song-Heavy_Beat","KNN_3","DT"
"CAL500_NOT.Song.Heavy_Beat",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.217910447761194,0.782089552238806,0.5,0.398934870579873,1.30042750467322,1.30042750467322,7.83263156806496,7.83263156806496,0.234762139885658,0.497567841849923,1,0.524250534245246,0.756333645939006,1.09955294805319,0.380419212528403,0.524250534245247,0.0134631496959335,38.9396646464976,80.671300764435,0.73134328358209,0.823880597014925,0.71044776119403,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.217910447761194,4.04109589041096,0.343008119568072,"CAL500","NOT-Song-Heavy_Beat","KNN_3","NB"
"CAL500_Song.High_Energy",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.453731343283582,0.546268656716418,0.5,0.0654337618411432,1.30803431487321,1.30803431487321,8.53251234022426,8.53251234022426,0.235334329155805,0.527201030916069,1,0.6888594717098,0.99381414370512,1.09955294805319,0.380419212528403,0.6888594717098,0.00983581278684285,70.0358462120459,110.790756074988,0.582089552238806,0.737313432835821,0.516417910447761,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.453731343283582,1.94078947368421,0.341089970114374,"CAL500","Song-High_Energy","KNN_3","KNN_7"
"CAL500_NOT.Song.High_Energy",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.182089552238806,0.817910447761194,0.5,0.449593266843984,1.1510634238165,1.1510634238165,7.90199994480533,7.90199994480533,0.235964400733203,0.497634825735317,1,0.474547227750729,0.684626932143582,1.09955294805319,0.380419212528403,0.474547227750729,0.0109123410708325,43.4872063355078,99.762333299147,0.73134328358209,0.841791044776119,0.734328358208955,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.182089552238806,4.83606557377049,0.366395569763736,"CAL500","NOT-Song-High_Energy","KNN_3","NB"
"CAL500_Song.Like",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.33134328358209,0.66865671641791,0.5,0.238516615743522,1.2997754088384,1.2997754088384,9.07651568032853,9.07651568032854,0.235221029286839,0.469169333719328,1,0.635125851343878,0.916292916074194,1.09955294805319,0.380419212528403,0.635125851343879,0.00941722242192546,67.4430126939722,115.759793789428,0.638805970149254,0.770149253731343,0.588059701492537,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.33134328358209,2.65765765765766,0.353207894723721,"CAL500","Song-Like","KNN_3","NB"
"CAL500_NOT.Song.Like",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.11044776119403,0.88955223880597,0.5,0.550910059372206,1.12215351306751,1.12215351306751,7.59908351048011,7.59908351048011,0.246035124538281,0.423496944716431,1,0.347450466910299,0.501265065566043,1.09955294805319,0.380419212528403,0.347450466910299,0.00695103219960869,49.9854492013228,157.185563881447,0.546268656716418,0.904477611940299,0.788059701492537,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.11044776119403,7.97297297297297,0.294704898606203,"CAL500","NOT-Song-Like","SVM","KNN_1"
"CAL500_Song.Positive_Feelings",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.322388059701493,0.677611940298507,0.5,0.25118121480955,1.2756756499034,1.2756756499034,8.4132666425692,8.4132666425692,0.23852133678391,0.49143081885151,1,0.628656422876725,0.906959503707246,1.09955294805319,0.380419212528403,0.628656422876724,0.00870416154166337,72.224811070842,125.32497027888,0.540298507462687,0.749253731343284,0.561194029850746,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.322388059701493,2.73148148148148,0.350502429261243,"CAL500","Song-Positive_Feelings","KNN_3","KNN_1"
"CAL500_NOT.Song.Positive_Feelings",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.158208955223881,0.841791044776119,0.5,0.483365531020058,1.07526857362061,1.07526857362061,7.55645135046426,7.55645135046426,0.252823962499645,0.49126866168979,1,0.436687948473393,0.63000753767854,1.09955294805319,0.380419212528403,0.436687948473392,0.00779201718927555,56.0429909054132,140.112746718083,0.48955223880597,0.877611940298507,0.704477611940298,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.158208955223881,5.56603773584906,0.315484285105336,"CAL500","NOT-Song-Positive_Feelings","SVM","DT"
"CAL500_Song.Quality",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.459701492537313,0.540298507462687,0.5,0.0569906957971248,1.36047035028187,1.36047035028187,9.38742715776685,9.38742715776686,0.238414612863434,0.485011380333574,1,0.689895715613683,0.995309127646403,1.09955294805319,0.380419212528403,0.689895715613683,0.00897191504044188,76.8950343938728,121.554988884406,0.629850746268657,0.692537313432836,0.555223880597015,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.540298507462687,1.62983425414365,0.339644926696865,"CAL500","Song-Quality","SVM","SVM"
"CAL500_NOT.Song.Quality",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0208955223880597,0.97910447761194,0.5,0.677556050032483,1.06429888829977,1.06429888829977,6.6383746668328,6.6383746668328,0.302812819404517,0.394864885225558,1,0.101504159904509,0.146439548123836,1.09955294805319,0.380419212528403,0.101504159904509,0.00448933875693827,22.6100469133978,243.925368207921,0.937313432835821,0.985074626865672,0.973134328358209,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0208955223880597,42.1428571428571,0.563165236368151,"CAL500","NOT-Song-Quality","SVM","SVM"
"CAL500_Song.Recommend",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.170149253731343,0.829850746268657,0.5,0.466479398932021,1.14862845541464,1.14862845541464,7.7550592899156,7.7550592899156,0.242554540032753,0.473828178007984,1,0.456122794892032,0.658046094227148,1.09955294805319,0.380419212528403,0.456122794892032,0.00643905050613856,70.8369649309623,169.763212216608,0.486567164179104,0.847761194029851,0.71044776119403,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.170149253731343,5.17543859649123,0.348501783814527,"CAL500","Song-Recommend","SVM","KNN_1"
"CAL500_NOT.Song.Recommend",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.202985074626866,0.797014925373134,0.5,0.420042535689919,1.28444717524442,1.28444717524442,8.59262295758238,8.59262295758238,0.252589697624188,0.451664474993552,1,0.50451287288524,0.727858219776179,1.09955294805319,0.380419212528403,0.50451287288524,0.0065663989966566,76.8325033465254,166.451437022491,0.567164179104478,0.835820895522388,0.638805970149254,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.202985074626866,4.33823529411765,0.305990878539116,"CAL500","NOT-Song-Recommend","KNN_3","NB"
"CAL500_Song.Recorded",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.119402985074627,0.880597014925373,0.5,0.538245460306178,1.38305513957097,1.38305513957097,7.97978782480498,7.97978782480498,0.260634665997963,0.386898813606632,1,0.365733790676397,0.52764232609436,1.09955294805319,0.380419212528403,0.365733790676397,0.00727477440295326,50.2742450031061,150.145985723876,0.853731343283582,0.886567164179105,0.773134328358209,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.880597014925373,1,0.330680964882904,"CAL500","Song-Recorded","SVM","SVM"
"CAL500_NOT.Song.Recorded",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0208955223880597,0.97910447761194,0.5,0.677556050032483,1.10220525815275,1.10220525815275,5.36694361015178,5.36694361015178,0.338380651941063,0.509520814283874,1,0.101504159904509,0.146439548123836,1.09955294805319,0.380419212528403,0.101504159904509,0.00897018991737004,11.3157202734309,121.578558333977,0.922388059701493,0.985074626865672,0.952238805970149,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0208955223880597,42.1428571428571,0.444986060571509,"CAL500","NOT-Song-Recorded","SVM","NB"
"CAL500_Song.Texture_Acoustic",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.435820895522388,0.564179104477612,0.5,0.0907629599731987,1.32715616469594,1.32715616469594,8.81430040880483,8.81430040880483,0.239417150332133,0.514053928693981,1,0.684886494166292,0.988082348705537,1.09955294805319,0.380419212528403,0.684886494166292,0.00903539296157706,75.8004103505809,120.693981958398,0.576119402985075,0.704477611940298,0.438805970149254,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.564179104477612,1.56084656084656,0.356368316947028,"CAL500","Song-Texture_Acoustic","SVM","DT"
"CAL500_Song.Texture_Electric",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.340298507462687,0.659701492537313,0.5,0.225852016677494,1.37752633317928,1.37752633317928,8.98727929400695,8.98727929400695,0.234996255792153,0.480664293229105,1,0.64123327763881,0.925104069702487,1.09955294805319,0.380419212528403,0.641233277638811,0.0123392159976295,51.9671004836933,88.1104384804048,0.665671641791045,0.740298507462687,0.519402985074627,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.659701492537313,1.33484162895928,0.322135421054503,"CAL500","Song-Texture_Electric","SVM","DT"
"CAL500_Song.Texture_Synthesized",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.313432835820896,0.686567164179104,0.5,0.263845813875577,1.27791927603947,1.27791927603947,8.67103134151635,8.67103134151635,0.238222653597229,0.538070890930709,1,0.621819851768723,0.897096416473046,1.09955294805319,0.380419212528403,0.621819851768722,0.00927967800303274,67.0087746110913,117.490420432028,0.73134328358209,0.794029850746269,0.611940298507463,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.313432835820896,2.80952380952381,0.318409019707452,"CAL500","Song-Texture_Synthesized","KNN_3","NB"
"CAL500_Song.Tonality",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.161194029850746,0.838805970149254,0.5,0.479143997998049,1.31748486361575,1.31748486361575,8.37313365831175,8.37313365831175,0.249223186173276,0.387365721426657,1,0.441644559892967,0.637158416393172,1.09955294805319,0.380419212528403,0.441644559892967,0.0078923842154157,55.9583197977526,138.318223497724,0.537313432835821,0.841791044776119,0.734328358208955,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.161194029850746,5.46296296296296,0.324420124277717,"CAL500","Song-Tonality","KNN_3","KNN_3"
"CAL500_NOT.Song.Tonality",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0865671641791045,0.913432835820896,0.5,0.58468232354828,1.2104540901846,1.2104540901846,7.67687047317755,7.67687047317755,0.280154999914977,0.421111040123786,1,0.29452271013242,0.42490645333722,1.09955294805319,0.380419212528403,0.29452271013242,0.00611087033713005,48.1965242075063,178.933935330331,0.629850746268657,0.925373134328358,0.838805970149254,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0865671641791045,10.1724137931034,0.333545539645197,"CAL500","NOT-Song-Tonality","SVM","SVM"
"CAL500_Song.Very_Danceable",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.119402985074627,0.880597014925373,0.5,0.538245460306178,1.15316136395929,1.15316136395929,7.55033994408538,7.55033994408538,0.241241591113273,0.457651772592925,1,0.365733790676397,0.52764232609436,1.09955294805319,0.380419212528403,0.365733790676397,0.00694869572614131,52.633444475125,157.238753197471,0.576119402985075,0.904477611940299,0.802985074626866,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.119402985074627,7.375,0.315612400187609,"CAL500","Song-Very_Danceable","KNN_3","KNN_1"
"CAL500_NOT.Song.Very_Danceable",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.483582089552239,0.516417910447761,0.5,0.0232184316210508,1.24313371636839,1.24313371636839,7.87385084766426,7.87385084766426,0.237983720308913,0.474084554638539,1,0.692607988076523,0.999222109678083,1.09955294805319,0.380419212528403,0.692607988076524,0.00830201081297916,83.4265340866236,131.444171999172,0.594029850746269,0.716417910447761,0.429850746268657,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.483582089552239,1.82098765432099,0.318838213772552,"CAL500","NOT-Song-Very_Danceable","SVM","NB"
"CAL500_Usage.At_a_party",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.11044776119403,0.88955223880597,0.5,0.550910059372206,1.08408382714166,1.08408382714166,7.18116285167337,7.18116285167337,0.24602256837762,0.463343620736602,1,0.347450466910299,0.501265065566043,1.09955294805319,0.380419212528403,0.347450466910299,0.00720525579632623,48.2218087368189,151.604290414481,0.686567164179104,0.916417910447761,0.832835820895522,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.11044776119403,7.97297297297297,0.353838923990099,"CAL500","Usage-At_a_party","KNN_3","KNN_1"
"CAL500_Usage.At_work",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0238805970149254,0.976119402985075,0.5,0.673334517010474,0.953797910768656,0.953797910768656,6.52130374607387,6.52130374607387,0.291546462967332,0.438329909174968,1,0.112779761028527,0.162706801948498,1.09955294805319,0.380419212528403,0.112779761028527,0.00586956778152101,19.2143212629026,186.331161165714,0.838805970149254,0.988059701492537,0.958208955223881,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0238805970149254,36.875,0.402136881761155,"CAL500","Usage-At_work","SVM","SVM"
"CAL500_Usage.Cleaning_the_house",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0746268656716418,0.925373134328358,0.5,0.601568455636317,1.16714724111272,1.16714724111272,7.39069285096797,7.39069285096797,0.295216073316006,0.423453482417575,1,0.265446030809381,0.382957672272353,1.09955294805319,0.380419212528403,0.26544603080938,0.00579835845071181,45.7795138168449,188.631765162468,0.847761194029851,0.934328358208955,0.838805970149254,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0746268656716418,11.8,0.360507356532314,"CAL500","Usage-Cleaning_the_house","SVM","SVM"
"CAL500_Usage.Driving",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.274626865671642,0.725373134328358,0.5,0.318725743161698,1.2722955103472,1.2722955103472,8.27494752266496,8.27494752266496,0.236955299708065,0.422315204071328,1,0.587806711466066,0.848025827633343,1.09955294805319,0.380419212528403,0.587806711466065,0.00662424439263682,88.7356620053818,164.989188031076,0.459701492537313,0.773134328358209,0.591044776119403,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.274626865671642,3.20652173913043,0.310084556541675,"CAL500","Usage-Driving","KNN_3","KNN_1"
"CAL500_Usage.Exercising",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0388059701492537,0.961194029850746,0.5,0.652226851900428,1.15053653902147,1.15053653902147,7.10043424040785,7.10043424040785,0.2671490767312,0.424976019778943,1,0.164130712982381,0.236790565677251,1.09955294805319,0.380419212528403,0.164130712982381,0.00458238149775861,35.8177757706691,238.952293057883,0.641791044776119,0.973134328358209,0.91044776119403,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0388059701492537,22.6923076923077,0.342709446862769,"CAL500","Usage-Exercising","SVM","KNN_1"
"CAL500_Usage.Getting_ready_to_go_out",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0597014925373134,0.940298507462687,0.5,0.622676120746363,0.991720470778338,0.991720470778338,6.71283177169063,6.71283177169063,0.254423696072696,0.41416702860303,1,0.226145377493262,0.326258814629492,1.09955294805319,0.380419212528403,0.226145377493262,0.00635261116171255,35.5988068113235,172.086770158426,0.567164179104478,0.958208955223881,0.901492537313433,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0597014925373134,14.75,0.348872617122346,"CAL500","Usage-Getting_ready_to_go_out","SVM","SVM"
"CAL500_Usage.Going_to_sleep",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.116417910447761,0.883582089552239,0.5,0.542466993328187,1.2743238938078,1.2743238938078,7.47639803856875,7.47639803856875,0.250865421202841,0.484673195198405,1,0.359726643231101,0.518975844265144,1.09955294805319,0.380419212528403,0.359726643231102,0.00960233161434452,37.462426593737,113.50895388893,0.826865671641791,0.91044776119403,0.832835820895522,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.116417910447761,7.56410256410256,0.343752622722476,"CAL500","Usage-Going_to_sleep","SVM","NB"
"CAL500_Usage.Hanging_with_friends",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0656716417910448,0.934328358208955,0.5,0.614233054702344,1.08798564371651,1.08798564371651,7.09453308524758,7.09453308524758,0.277053750799422,0.419594404927301,1,0.242296106114765,0.349559390718478,1.09955294805319,0.380419212528403,0.242296106114765,0.0056355670305384,42.9940953238236,194.109550129536,0.707462686567164,0.940298507462687,0.856716417910448,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0656716417910448,13.4090909090909,0.364108642848547,"CAL500","Usage-Hanging_with_friends","SVM","KNN_1"
"CAL500_Usage.Intensely_Listening",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0447761194029851,0.955223880597015,0.5,0.643783785856409,1.03952607303181,1.03952607303181,7.01521603565662,7.01521603565662,0.270269311126867,0.481206488113649,1,0.182836586539872,0.263777436694139,1.09955294805319,0.380419212528403,0.182836586539871,0.0067334672623235,27.1534084026691,162.296694736402,0.832835820895522,0.973134328358209,0.937313432835821,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0447761194029851,19.6666666666667,0.426553953988752,"CAL500","Usage-Intensely_Listening","SVM","NB"
"CAL500_Usage.Reading",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0388059701492537,0.961194029850746,0.5,0.652226851900428,1.03125978203718,1.03125978203718,6.92272720070006,6.92272720070006,0.296162237366081,0.459489668215226,1,0.164130712982381,0.236790565677251,1.09955294805319,0.380419212528403,0.164130712982381,0.00761817465233566,21.5446245948247,143.332861641086,0.832835820895522,0.970149253731343,0.898507462686567,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0388059701492537,22.6923076923077,0.355051224647557,"CAL500","Usage-Reading","SVM","KNN_1"
"CAL500_Usage.Romancing",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0328358208955224,0.967164179104478,0.5,0.660669917944446,1.00190626173731,1.00190626173731,6.61651349968802,6.61651349968802,0.283352053419634,0.446225116020271,1,0.144465615056419,0.20841982642087,1.09955294805319,0.380419212528403,0.144465615056419,0.00707250214812807,20.4263798060007,154.468732992074,0.811940298507463,0.976119402985075,0.928358208955224,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0328358208955224,26.8181818181818,0.448143996519096,"CAL500","Usage-Romancing","SVM","KNN_1"
"CAL500_Usage.Sleeping",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.017910447761194,0.982089552238806,0.5,0.681777583054492,0.953047433343304,0.953047433343305,6.37016164572471,6.37016164572471,0.312266146431253,0.54315981480405,1,0.0897915562514076,0.129541832917608,1.09955294805319,0.380419212528403,0.0897915562514076,0.00807086488854333,11.1253945508204,135.237313254249,0.964179104477612,1,0.967164179104478,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.017910447761194,49.1666666666667,0.478214074206357,"CAL500","Usage-Sleeping","SVM","SVM"
"CAL500_Usage.Studying",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0835820895522388,0.916417910447761,0.5,0.588903856570289,1.21755472389304,1.21755472389304,6.37963314393667,6.37963314393667,0.262304715967968,0.543199067233693,1,0.287432069752902,0.414676821624962,1.09955294805319,0.380419212528403,0.287432069752903,0.0125017625061024,22.9913237923532,86.9518345926402,0.850746268656716,0.934328358208955,0.877611940298507,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.0835820895522388,10.5357142857143,0.342185614260166,"CAL500","Usage-Studying","SVM","NB"
"CAL500_Usage.Waking_up",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.017910447761194,0.982089552238806,0.5,0.681777583054492,0.992868287592343,0.992868287592344,6.43702165758682,6.43702165758682,0.349979985062675,0.413762773111506,1,0.0897915562514076,0.129541832917608,1.09955294805319,0.380419212528403,0.0897915562514076,0.00449459564101422,19.9776717246906,243.638903224023,0.925373134328358,0.988059701492537,0.952238805970149,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.017910447761194,49.1666666666667,0.446405107881855,"CAL500","Usage-Waking_up","SVM","SVM"
"CAL500_Usage.With_the_family",2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.00895522388059702,0.991044776119403,0.5,0.69444218212052,0.896938246185935,0.896938246185935,6.00839770647563,6.00839770647563,0.433960927326391,0.375841044963282,1,0.0511435272093097,0.0737845130784409,1.09955294805319,0.380419212528403,0.0511435272093097,0.00341209920934327,14.9888746110502,321.251165805002,0.97910447761194,0.997014925373134,0.970149253731343,335,335,1,26.0567164179104,0.149751243781095,21.454138620328,0.336704519814405,0.00895522388059702,98.3333333333333,0.557176088934104,"CAL500","Usage-With_the_family","SVM","SVM"
